MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnsweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus,Churn
13.94,88,10,0.25,15,0,-19,-2.4,2.3,0.3,7.7,0,0,21.2,4.7,4.3,35,25.3,2.7,0,0.7,15,2,2,PHXPHX602,1,1,438,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,2-High,Other,Other,?,No
36.97,122,45,1.98,0,0,22,-1,2.3,2,7,0,0,10.9,6.3,3,22.3,22,4.3,0,0,22,1,1,NOLKEN504,1,1,648,40,42,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,?,No,2-High,Suburban,Professiol,Yes,No
29.99,220,40,0,0,0,147,0,5,0,7.7,0,0.3,10.7,9.7,1.7,18.7,23,5,0,0.7,17,3,3,PITUNT412,1,1,498,54,42,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Town,Other,Yes,No
103.43,997,60,0,49,20.9,-165,-50.2,4,3.7,44.3,6.3,0,32,25.7,1,79.3,67.3,7.7,0,0,20,1,1,SANSAN210,2,2,107,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,30,No,7-Lowest,Town,Other,?,No
69.98,1702,51,0.25,87,0,666,-43.4,8.7,0,77.7,2.7,0.3,567.1,110,38,146.7,366.3,8.7,0,13,8,1,1,SFROAK510,1,1,231,?,?,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,3-Good,Other,Other,?,No
65.69,630,60,2.72,41,0.3,71,-7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,OHICOL614,1,1,459,30,30,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,?,No,3-Good,Other,Other,Yes,No
95.11,654,50,0.99,146,0.3,-40,-10.8,1,1.3,10,0,0,300,20,14,185.3,48.7,2.3,0,2,40,1,1,KCYKCK913,2,2,495,40,42,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,9,No,0,30,No,4-Medium,Suburban,Other,No,No
35.48,122,45,0.5,0,0,5,-0.5,2.3,0.3,3.3,0,0.3,10.6,3.3,0.3,21.7,19.3,2.7,0,0,11,1,1,KCYKCM816,1,1,312,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,3-Good,Suburban,Other,?,No
91.2,720,85,0.25,2,11.7,-202,-12,7.7,0.3,4.7,3.3,0,215.3,28.3,12,126,24,8,0,1,16,1,1,LAXALA562,2,2,118,30,0,No,Yes,Yes,No,No,?,No,No,No,No,No,Yes,0,0,No,No,1,3,No,0,150,No,2-High,Other,Other,No,Yes
37.59,301,45,0.5,6,0,-3,-2.6,4,0.7,22,0,0,100.5,11.7,1.7,57,33.3,4.7,0,1.7,8,1,1,NEVLVS702,1,1,251,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,4-Medium,Other,Other,?,No
96.2,1078,60,0.25,144,0,425,74.8,1.7,12.3,104.3,1,0,176.3,62.3,52.3,281.3,199.7,14,0,2.7,39,1,1,SANSAN210,7,5,469,42,40,Yes,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,5,No,0,10,No,5-Low,Other,Professiol,Yes,No
39.15,690,10,0,15,15.5,-139,25,3.3,32.7,15.3,1,0,118.5,38.3,2,166.3,43,36,0,2.7,19,2,2,NCRVIR757,2,2,133,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,2-High,Suburban,Other,?,No
61.81,175,60,0,0,1.8,22,-1.8,2,0,11.3,0,0,59.5,24.3,11,70.3,18,2,0,0,24,2,2,SFROAK510,4,3,147,32,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,150,No,2-High,Other,Other,No,No
55.94,701,61,0.5,12,0,-159,-5.9,5,10.3,43.7,0,0,257.9,38,47.7,90,88,15.3,0,9.3,10,1,1,SANMCA210,2,2,43,50,46,No,No,Yes,Yes,No,?,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,6,No,0,130,No,2-High,Rural,Other,Yes,No
66.64,553,45,0.25,26,0.2,228,-5.5,4,11.7,104.7,3.3,0,63.4,20.3,0.3,58,59,15.7,0,1.3,11,1,1,CHIPEO309,1,1,321,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,7-Lowest,Suburban,Other,?,No
20.81,619,10,7.67,0,3,54,2.8,12.7,0,42,0,0.3,64.3,47,13.7,214,68.3,12.7,0,3.3,8,3,3,NEVLMS619,2,2,150,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,30,No,2-High,Suburban,Other,?,No
18.95,328,10,0.25,34,0,-50,-8.9,1.3,0,27.7,0,0.3,16.8,9.3,6.3,59.7,26,1.3,0,0,19,2,2,NYCBRO917,2,2,517,0,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,7,No,0,30,No,2-High,Other,Other,?,No
11.72,264,10,1.49,0,0.2,184,-0.7,3,2,5,0,0,24.1,16.3,5,37.7,22.7,5,0,0,18,5,2,ATLATL678,1,1,525,30,0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,6,No,0,?,No,1-Highest,Suburban,Other,No,Yes
22.63,31,22,0,0,0,-23,-2.6,0,1,4,0,0,0,0.3,0,3.3,4.7,1,0,0,22,1,1,FLNORL407,1,1,683,56,0,No,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,3-Good,Suburban,Other,No,No
17.24,8,17,0.25,0,0,-8,-0.2,0.7,0.7,6.3,12.7,0,0,0,0,13.3,9.3,1.3,0,0,21,1,1,NSHNSH615,1,1,622,86,72,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,1,No,0,?,No,3-Good,Other,Other,No,Yes
98.49,1660,85,0,94,0,-116,-23.5,20.3,0.3,56,2,2,779.5,58.7,26.3,211,212.3,20.7,0,4.3,15,1,1,APCSIL301,1,1,443,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,?,No,4-Medium,Other,Other,?,No
50.49,428,40,0.74,45,0.1,-14,14.9,1.3,3,13,0,0,114.9,36.3,22,55.3,44.3,4.3,0,1.7,13,1,1,DALDAL214,1,1,382,52,52,No,No,Yes,Yes,Yes,Known,No,Yes,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Rural,Other,Yes,No
85.27,765,45,0.5,142,0,37,44.9,18.3,4,47.7,4,0,23.7,5.3,0.3,90.3,49.3,22.3,0,0,25,1,1,DETWYN734,1,1,732,36,36,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Town,Other,Yes,Yes
51.68,297,60,1.24,0,0,-121,2.3,4.7,0.3,29.7,0.3,0.3,85,23,20.7,112,53.7,5,0,0.3,12,1,1,LAXMON323,2,1,368,32,30,Yes,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,2,No,0,40,No,4-Medium,Other,Crafts,No,No
53.87,1099,50,0.25,15,3.5,-184,-8.1,9.3,1,31,0,0.3,229,34.3,5,94.7,108.3,10.3,0,0.3,14,1,1,NYCBRO917,1,1,419,26,30,Yes,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,4,No,0,?,No,2-High,Other,Other,Yes,No
32.49,40,32,0,0,0,-10,0,0.7,0,2.7,0,0,1.9,4.7,0.3,21.7,4,0.7,0,0.3,35,2,2,LAXIRV949,1,1,1047,46,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,?,No,1-Highest,Suburban,Other,?,Yes
47.25,49,47,0.25,0,0.2,-8,2.7,6.7,0.3,3.7,1,0,5.2,3.7,0.3,11,5,7,0,0,15,1,1,NYCQUE917,2,1,446,36,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,8,No,0,80,No,2-High,Other,Other,No,Yes
38.05,529,45,0,9,0,-150,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,CHILAG630,1,1,309,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Suburban,Other,?,No
55.7,200,50,3.46,0,1.8,-144,-2.7,2.3,4.3,2.3,0,0.7,20.6,0.3,0.3,34.3,3.3,6.7,0,0,31,1,1,ATLCHA423,1,1,928,36,0,No,No,No,No,No,Known,No,No,No,No,No,No,0,0,No,Yes,0,9,No,0,?,No,6-VeryLow,Town,Other,No,No
210.56,1324,51,2.48,421,1,701,95,13.7,1,47.3,1.7,0.7,454.2,36,21.3,244.7,220.7,14.7,0,4.7,9,1,1,BOSBOS617,1,1,271,46,20,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,8,No,0,?,No,2-High,Other,Other,No,No
78.26,412,28,1.24,113,7.1,-58,-37.6,9,0.3,17,0.3,0,115.3,13.3,3.3,94.7,43.3,9.3,0,1,25,1,1,NEVLVS702,3,3,351,34,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,6,No,0,60,No,2-High,Suburban,Other,No,Yes
146.68,823,70,3.22,244,11.5,-151,-56.1,7.7,0.3,39,0,0,12.1,2.3,0,220,7.3,8,0,1,25,1,1,BOSBOS978,1,1,752,0,0,Yes,No,No,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,8,No,0,?,No,1-Highest,Other,Other,No,Yes
122.08,924,50,1.73,69,4.7,-160,131.2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,NYCS516,1,1,455,42,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,5,No,0,?,No,2-High,Other,Other,?,No
31.29,167,30,0.74,0,0.6,-32,-1.3,0.3,7.3,10.7,0,0,10.4,6,0.3,58.3,25.3,7.7,0,0,23,1,1,NCRMID704,2,2,367,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,2-High,Town,Other,?,No
62.59,540,45,0,69,0,-86,-18.8,8.7,9,126.7,1.7,0,113.2,13,1,169,155.3,17.7,0,2,18,1,1,ATLDTN706,2,2,528,24,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,60,No,3-Good,Town,Other,No,Yes
35.69,237,30,0,16,0,157,17.1,3.7,0.7,12.7,0,0,51.5,2.3,0,56,13.7,4.3,0,0.7,25,2,2,LOUETN502,1,1,744,44,42,No,No,Yes,Yes,No,Known,Yes,Yes,Yes,Yes,Yes,Yes,0,0,No,No,1,6,No,0,?,No,2-High,Rural,Other,Yes,No
115.97,1127,119,2.23,0,0,166,-24,7,6,82.7,1,0,306.1,28.3,14,221.3,109.3,13,0,5,11,2,1,ATLATL678,2,2,207,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,5-Low,Suburban,Other,?,No
45.43,140,30,0.74,42,0,154,42.8,0.3,2.7,7.7,0,0,27.6,5.3,0.7,34,17,3,0,0,27,1,1,SAUS512,1,1,815,40,38,Yes,No,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,?,No,1-Highest,Suburban,Self,Yes,No
80.64,1355,60,0.25,56,3.9,116,50.5,42.7,8,74.7,0.7,0,251.5,59.7,3,159.7,217,50.7,0,4.7,8,1,1,AIRJAC910,1,1,213,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,1,0,No,0,?,No,3-Good,Other,Other,?,No
102.66,1397,105,3.71,8,1.1,-151,-1.7,9,1,31.3,0.3,0,557.3,80.7,43.3,179,95.3,11,0,2.3,9,1,1,SFROAK925,1,1,276,28,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,8,No,0,?,No,5-Low,Suburban,Clerical,No,No
13.47,113,7,1.73,0,0,67,8.5,1,0,7,1.3,0.3,2.4,5.7,0.7,20,14.7,1,0,0,12,2,2,DETDET313,1,1,353,40,38,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,1,No,0,?,No,3-Good,Other,Other,Yes,No
103.4,1338,85,1.73,102,0.3,-786,-26.4,10.3,0.3,31.7,1.7,7.7,345.7,124.7,23,252.7,134.3,10.7,0,11.7,7,2,1,LAXSMN310,1,1,209,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,3-Good,Other,Other,?,No
156.15,2061,70,0,249,2.6,47,5.4,19,2.3,98,8.3,0,384.8,46.3,9,145,177,21.3,0,7,11,1,1,APCFRD301,1,1,327,36,28,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,5-Low,Other,Other,Yes,No
45.69,606,45,0,27,0,-170,-10.7,12.3,0.3,16,0.3,0,14.8,5.3,0.3,27.3,52.7,12.7,0,0.3,7,1,1,SFRSFR415,1,1,193,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,3,No,0,?,No,2-High,Other,Other,?,No
36.56,315,40,0.25,14,0.5,-98,-5.8,0.7,3.3,29,0,0,89.9,8,1.3,78.7,67.7,4,0,0.7,11,1,1,INDIND317,1,1,328,46,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Town,Homemaker,Yes,No
35.24,234,45,0.25,0,0,-67,-0.2,0,0.7,7.7,0,0,86.8,5,3,38.3,32,0.7,0,0.7,13,1,1,MINMIN612,1,1,367,36,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Other,Other,?,No
31.23,192,30,0,4,0,20,-1.2,0.3,1.7,5,0.3,0,1.3,3.3,0,13.3,15.7,2,0,0,25,1,1,SAUS512,1,1,774,64,64,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,1,?,No,1-Highest,Other,Other,Yes,No
30.11,241,40,0,0,0,54,0.4,1,2.7,13.3,0,0,3.7,1,0.7,8,12,3.7,0,0,17,1,1,FLNORL407,1,1,496,40,52,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,?,No,3-Good,Town,Other,?,Yes
10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,PHXPHX602,1,1,498,30,30,Yes,Yes,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,1,No,0,?,No,2-High,Other,Student,No,No
61.27,284,60,0.25,0,1,26,0.1,3,0,15,0.7,0,47,30.3,9.7,92.7,33.7,3,0,0,33,3,2,NYCMAN917,4,3,667,0,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,3,No,0,30,No,1-Highest,Other,Other,?,No
51.03,170,30,0.74,58,0,-144,-21,0,1,12,0,0,49.8,11.7,0.7,19.7,21.3,1,0,0,21,1,1,STLCMB573,1,1,634,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,?,No
86.14,1066,30,0.25,158,0,-762,-56.1,25,0.7,12,16.3,2,505.3,102.7,57,156.7,199.7,25.7,0,1.7,15,1,1,NYCBRO917,1,1,448,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,7-Lowest,Other,Other,?,No
73.43,948,60,6.19,0,0.7,88,-10.1,7.7,1.3,34,1,0,241.9,86,24.3,115,221.3,9,0,5,14,1,1,PHXGLE623,4,3,11,50,22,Yes,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,130,No,2-High,Suburban,Professiol,Yes,No
17.14,0,17,0,0,0,1,-0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,36,1,1,LAXSAN714,1,1,1086,40,36,No,No,No,No,No,?,No,No,No,No,Yes,Yes,0,0,No,No,0,4,No,0,?,No,1-Highest,Other,Other,No,No
38.07,148,70,0,0,0.6,72,11.9,6.7,0,0.7,0,1,5.8,14,0,12,11.7,6.7,0,0,10,1,1,NYCWHI914,1,1,277,40,42,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,1,1,No,No,0,2,No,0,?,Yes,3-Good,Town,Other,Yes,No
38.65,296,40,0,25,0,-108,-8.7,6,0.3,9.7,0,0,101.7,5.3,2.3,74.3,19.3,6.3,0,0,14,1,1,DETMON734,1,1,413,38,40,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,Yes,0,3,No,0,?,No,2-High,Other,Professiol,No,No
52.77,272,30,2.23,57,0,69,26.1,8.7,0.3,30.3,0,0,41.9,21.7,4.7,68.7,33.7,9.3,0,0,53,1,1,NEVSDG619,3,2,353,42,0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,6,No,0,30,No,5-Low,Other,Other,?,No
65.27,32,70,0.74,0,0,-22,-1.3,0.3,0.7,4,0,0,13.1,5.3,1,8.3,8.3,1,0,0,7,2,2,BOSFRA508,1,1,203,42,42,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,?,No,2-High,Other,Other,Yes,No
45.56,517,10,0.99,114,0,-41,-11.5,22.3,10.3,10.3,0,0.3,57.5,16.7,1.3,70.7,56,32.7,0,0.7,10,2,2,OHICOL614,1,1,318,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Other,Other,?,No
83.64,838,85,4.46,0,0.2,-111,2.7,7.7,9.3,54,0,0,88.7,50.7,8,208,58.3,17,0,1.7,51,2,2,MINMIN612,6,3,239,50,48,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,No,0,0,Yes,No,0,8,No,0,150,No,1-Highest,Suburban,Other,?,No
36.08,150,45,0,0,1.1,-30,-1.1,2,0.3,16,0,0,39.6,3.7,0.3,48,34.7,2.3,0,0,12,1,1,BOSFRA508,1,1,335,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,?,No,7-Lowest,Other,Other,?,No
40.73,1090,50,0.74,0,0,-156,-0.7,8.7,0.7,225,17,1.7,176.1,46.7,3,144.7,150.3,9.3,0,0,7,1,1,NYCBRO917,1,1,190,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,3-Good,Other,Other,?,No
38.88,227,45,1.98,4,0.7,125,2,1,0,8.3,0,0,64.8,11.3,0,66.7,6.7,1,0,0.7,53,1,1,NSHNSH615,6,4,217,30,0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,7,No,0,80,No,1-Highest,Town,Professiol,Yes,No
52.1,299,50,0,0,0,-183,-8.1,4.3,1.7,17.7,0.3,0,122,11.7,23.7,76.7,56,6,0,2,13,2,2,MINMIN612,2,1,120,46,18,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,30,No,2-High,Suburban,Other,?,No
34.03,250,30,0.99,0,0,68,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,LAXA714,2,2,21,0,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,3,No,0,30,No,5-Low,Other,Other,Yes,No
62.76,204,30,0.5,78,3,-204,-29.5,8.3,2,14.7,0,0.7,51.6,21.7,4.3,39,63.3,10.3,0,1,22,1,1,APCFCH703,1,1,665,?,?,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,3-Good,Suburban,Other,?,Yes
31,41,30,0,0,0.6,5,0.9,2.3,0,6.3,0,0,1.2,2.3,0,10,7.7,2.3,0,0,14,1,1,NYCNEW201,1,1,418,44,44,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,9,No,0,?,No,2-High,Suburban,Other,Yes,Yes
50.09,1163,60,0,0,0,229,0.3,8,7.7,141.7,4.7,4.7,54.7,20.3,2,133.7,171.7,15.7,0,0,12,1,1,PHICTR610,1,1,342,58,40,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,3,No,0,?,No,2-High,Suburban,Crafts,?,Yes
149.29,2211,89,0.25,170,0,130,-9.1,12.3,1.3,64.3,17.3,1.7,842.3,44,24,322.7,244.3,13.7,0,2.3,36,1,1,LAXVNY818,2,2,222,38,30,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,1,30,No,5-Low,Suburban,Professiol,No,No
123.31,1199,10,3.71,381,2,945,209.4,16.7,7,61.3,0.3,0,174.5,58.7,15,109.3,138,23.7,0,6.3,8,2,2,AIRSAV912,1,1,253,42,42,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,7,No,0,?,No,2-High,Town,Professiol,Yes,Yes
13.87,327,37,1.98,2,0,-131,23.3,2.7,3.3,19,0,0,88.2,20,0,45,38.3,6,0,1,21,1,1,CHICHI773,2,2,77,54,46,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,3,No,0,30,No,2-High,Other,Other,Yes,No
69.14,436,38,2.48,47,4.2,210,-13,4,3.7,10.7,1.7,0,105.2,41.3,11,95.7,54.7,7.7,0,0.7,43,1,1,KCYKCM816,3,3,374,52,38,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,3,No,0,10,No,1-Highest,Town,Other,No,No
30,44,30,0,0,0,4,0,3.3,2.3,2.3,0,0,6.8,3.7,0,9.7,6.3,5.7,0,0.3,21,1,1,OHICOV606,1,1,641,26,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,5,No,0,?,No,2-High,Suburban,Other,?,No
45.49,325,42,0.25,11,0,18,2.5,3.7,1.7,6,0,0,65.2,12.7,4.3,75.7,24,5.3,0,0,24,2,2,DALDAL214,1,1,737,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,1-Highest,Suburban,Other,?,No
60.34,280,44,0.25,23,0,23,49.7,8,3,9.7,1,0,41.6,10,0.3,38,39,11,0,0,19,1,1,FLNTAL850,2,1,208,28,54,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,4,No,0,80,No,4-Medium,Other,Professiol,No,Yes
50.44,387,60,0,0,0,-80,-0.4,1,0.7,7.3,2,0,96.3,18,6.3,46,48.3,1.7,0,0.3,22,1,1,NNYROC716,2,1,156,26,0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,1,No,0,30,No,5-Low,Other,Other,No,No
31.14,77,30,0,0,0.2,-27,-1.1,1.3,1.3,4.3,0,0,18.6,1.7,0.3,35.3,5.7,2.7,0,0.3,23,2,2,HOUHOU281,1,1,686,54,50,Yes,No,Yes,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Other,Other,Yes,No
30.66,116,30,0,0,0.1,-104,-0.7,2,1,8,0,0,32.9,11,3.3,47,14.7,3,0,0,19,1,1,DALFTW817,1,1,582,66,58,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,?,No,2-High,Suburban,Professiol,Yes,No
67.01,1182,57,1.49,44,0,-1182,-122.2,42,11,101.3,9,0.7,202.1,143.3,15.3,172.7,260,62,0,8.3,8,1,1,APCSIL301,1,1,242,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,?,No,7-Lowest,Town,Other,?,No
37.5,32,45,0,0,2.2,16,0.7,0.3,0,7,0,0,0.6,1.7,0.3,9.7,4,0.3,0,0,7,1,1,BOSMAN603,1,1,205,40,38,Yes,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Town,Other,Yes,No
35.34,634,45,0,1,0,153,-0.4,17.3,28.3,100.7,0,0.3,75.9,23.3,6,131.3,142.7,45.7,0,0,10,1,1,CHILAG630,1,1,292,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,7-Lowest,Other,Other,?,No
49.26,41,46,0,0,0,-25,-13.8,0.7,0.3,2.7,0.3,0,9.2,5.7,1.3,10.7,6,1,0,0,27,1,1,FLNORL407,1,1,817,36,0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,4-Medium,Other,Other,No,No
47.49,1093,45,0,31,0,-276,3.5,16.3,1.7,51.3,11,0.7,144.9,32.7,7.7,51.3,182,18,0,0.7,7,2,1,APCBAL410,1,1,209,52,54,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,1-Highest,Other,Crafts,Yes,Yes
124.81,738,50,0.99,226,2.8,197,39.5,15,1,26.7,0.3,0.3,122.9,26,0,136,38.3,16,0,0.3,17,1,1,NYCNEW973,1,1,523,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,1,0,No,0,?,No,2-High,Other,Other,?,Yes
31.34,892,28,0,17,0.6,-892,-58.2,4.7,1,18.3,4.3,0,296.9,16.7,21,39.7,122.3,5.7,0,4,7,1,1,IPMSAG517,1,1,198,26,0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,?,No,7-Lowest,Other,Other,No,No
61.66,592,57,0.25,36,0.2,14,-11.3,14.3,1.7,56,1.3,0,124.9,11,0.3,66.3,68,16,0,0,6,2,1,NEVLAU702,1,1,181,0,0,No,No,Yes,No,No,?,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,7-Lowest,Suburban,Other,?,Yes
49.92,289,42,0.25,29,0,-106,-6.4,2.7,0.7,12.7,0,0,21.8,14.7,8.3,65,16,3.3,0,0,32,2,2,LOULOU502,1,1,966,60,0,No,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,6,No,0,?,No,1-Highest,Other,Other,No,No
